,Operatore,Profilo,Velocità (down/up),Territorio,Periodo,Tipo,Media,Dev. Std.,Min,Max,TP%,Misure,Anno
88,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"17,1Mbps","724,6","15,8Mbps",,,29804,2020
89,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"92,7Mbps","1279,4","91,0Mbps",,,7903,2020
0,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"6,8Mbps","77,0","6,8Mbps",,,8231,2021
1,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"10,7Mbps","52,5","10,6Mbps",,,1994,2021
2,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"19,4Mbps","402,6","18,5Mbps",,,3088,2021
3,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"7,2Mbps","0,5","7,2Mbps",,,2649,2021
4,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"8,2Mbps","0,7","8,2Mbps",,,8415,2021
5,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"1,9Mbps","10,3","1,9Mbps",,,8152,2021
6,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"4,9Mbps","135,9","4,9Mbps",,,8442,2021
7,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"6,7Mbps","455,1","5,8Mbps",,,72223,2021
8,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,8Mbps","2466,3","13,1Mbps",,,61635,2021
9,EnelEnergia,"FIBRADIMELITA
DiamondFibra","
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"649,6Mbps","173841,5","157,5Mbps",,,8454,2021
10,Eolo,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"418,3Mbps","28906,4","371,8Mbps",,,1069,2021
11,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"3,6Mbps","3157,7",578.5kbps,,,15220,2021
12,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"6,3Mbps","1743,6","2,6Mbps",,,32031,2021
13,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"88,3Mbps","1152,2","86,1Mbps",,,8434,2021
14,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"134,6Mbps","6032,0","128,4Mbps",,,6444,2021
15,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"5,5Mbps","114,2","5,5Mbps",,,7497,2021
16,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"9,7Mbps","4171,1","7,3Mbps",,,32335,2021
17,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"10,9Mbps","214,1","10,5Mbps",,,72036,2021
18,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,5Mbps","1239,2","14,4Mbps",,,16581,2021
19,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,9Mbps","2631,1","10,9Mbps",,,26959,2021
20,Intred,None,"
30,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"38,6Mbps","9718,1","32,6Mbps",,,4175,2021
21,Intred,None,"
50,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"48,4Mbps","10382,3","32,4Mbps",,,4134,2021
22,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"93,0Mbps","7279,5","82,0Mbps",,,28711,2021
23,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,8Mbps","1208,7","15,3Mbps",,,27655,2021
24,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"74,2Mbps","22872,4","25,9Mbps",,,49267,2021
25,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"39,6Mbps","7462,1","31,9Mbps",,,17813,2021
26,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"57,9Mbps","1232,1","57,5Mbps",,,7335,2021
27,Sky,Fibra100%,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"982,1Mbps","23172,7","981,8Mbps",,,12252,2021
28,Sky,SuperInternet,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"146,3Mbps","5563,1","138,3Mbps",,,5457,2021
29,SorgeniaFiber,NextFiber,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"924,0Mbps","19169,3","913,8Mbps",,,3296,2021
30,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"18,1Mbps","30,0","18,1Mbps",,,2926,2021
31,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"7,0Mbps","192,8","7,0Mbps",,,15933,2021
32,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"9,8Mbps","960,4","9,8Mbps",,,81099,2021
33,TIM,TIMSuperFibra,"
1.000,0Mbps100,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"979,1Mbps","642,6","976,7Mbps",,,1534,2021
34,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"29,6Mbps","1061,7","29,4Mbps",,,100145,2021
35,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"95,8Mbps","5510,2","91,3Mbps",,,43019,2021
36,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"195,3Mbps","2881,6","194,3Mbps",,,26920,2021
37,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"49,4Mbps","15679,1","29,4Mbps",,,26997,2021
38,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"8,9Mbps","2738,0","6,8Mbps",,,27950,2021
39,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,7Mbps","3285,0","13,1Mbps",,,50820,2021
40,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"4,0Mbps","2,6","4,0Mbps",,,1943,2021
41,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"18,6Mbps","4154,4","16,6Mbps",,,39588,2021
42,Vodafone,SuperADSL,"
12,0Mbps1,2Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"10,6Mbps","579,2","9,9Mbps",,,8204,2021
43,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"14,3Mbps","2150,7","13,0Mbps",,,47339,2021
44,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"92,9Mbps","4919,3","88,1Mbps",,,50410,2021
45,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"170,7Mbps","5723,1","167,0Mbps",,,6275,2021
46,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"7,0Mbps","243,1","6,5Mbps",,,21662,2021
47,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"12,2Mbps","18,5","12,2Mbps",,,7871,2021
48,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"12,4Mbps","254,2","12,4Mbps",,,22949,2021
49,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,1Mbps","28,8","15,0Mbps",,,1213,2021
50,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,1Mbps","296,6","15,1Mbps",,,7854,2021
51,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,8Mbps","752,4","15,8Mbps",,,32442,2021
52,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"94,6Mbps","2188,1","93,8Mbps",,,7649,2021
53,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"6,8Mbps","2,3","6,8Mbps",,,8455,2021
54,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"11,1Mbps","490,6","10,1Mbps",,,8782,2021
55,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"8,2Mbps","0,7","8,2Mbps",,,8718,2021
56,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"1,9Mbps","9,4","1,9Mbps",,,8418,2021
57,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,5Mbps","1121,9","4,5Mbps",,,13329,2021
58,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,5Mbps","2674,9",0.0kbps,,,96181,2021
59,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"15,5Mbps","2510,7","12,1Mbps",,,63120,2021
60,EnelEnergia,"FIBRADIMELITA
DiamondFibra","
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"733,6Mbps","26126,3","716,0Mbps",,,8595,2021
61,Eolo,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"437,3Mbps","9050,1","423,6Mbps",,,3284,2021
62,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"2,9Mbps","3311,3",0.0kbps,,,31523,2021
63,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,4Mbps","2742,3",0.0kbps,,,54103,2021
64,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"88,8Mbps","3854,0","85,9Mbps",,,8745,2021
65,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"124,5Mbps","8634,8","122,2Mbps",,,7931,2021
66,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,4Mbps","674,6","5,5Mbps",,,8200,2021
67,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"11,3Mbps","2052,0","7,3Mbps",,,72799,2021
68,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"14,4Mbps","4747,4",988.9kbps,,,21631,2021
69,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"12,6Mbps","5280,7","7,3Mbps",,,41391,2021
70,Intred,FIBRAROLLERCOASTER-FTTC,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"82,6Mbps","2877,1","81,9Mbps",,,4445,2021
71,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"83,2Mbps","18749,7","45,4Mbps",,,40364,2021
72,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"16,8Mbps","3653,7","11,5Mbps",,,51462,2021
73,Optima,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"888,6Mbps","33153,4","825,4Mbps",,,4802,2021
74,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"75,2Mbps","19906,5","40,3Mbps",,,57740,2021
75,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"42,6Mbps","7640,2","34,0Mbps",,,12748,2021
76,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"58,4Mbps","876,4","57,5Mbps",,,3074,2021
77,Sky,Fibra100%,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"980,8Mbps","5296,7","968,8Mbps",,,15696,2021
78,Sky,SuperInternet,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"145,2Mbps","10014,7","122,3Mbps",,,17129,2021
79,SorgeniaFiber,NextFiber,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"965,0Mbps","29819,0","926,4Mbps",,,8382,2021
80,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"17,8Mbps","663,0","16,9Mbps",,,8453,2021
81,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"7,0Mbps","182,8","7,0Mbps",,,16660,2021
82,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"9,8Mbps","510,4","9,8Mbps",,,93019,2021
83,TIM,TIMSuperFibra,"
1.000,0Mbps100,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"979,0Mbps","7963,2","979,2Mbps",,,8039,2021
84,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"29,5Mbps","1064,3","29,3Mbps",,,112297,2021
85,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"96,4Mbps","4335,6","92,9Mbps",,,61160,2021
86,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"195,4Mbps","4134,6","194,4Mbps",,,33012,2021
87,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"56,8Mbps","10393,3","48,1Mbps",,,16201,2021
88,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"7,3Mbps","175,6","7,3Mbps",,,15347,2021
89,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"15,5Mbps","2365,9","13,5Mbps",,,20278,2021
90,Vianova,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"88,9Mbps","13510,4","66,4Mbps",,,22323,2021
91,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"4,0Mbps","43,0","4,0Mbps",,,8737,2021
92,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"17,9Mbps","3337,0","16,6Mbps",,,49944,2021
93,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"14,5Mbps","1040,6","13,0Mbps",,,50891,2021
94,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"92,3Mbps","6141,1","82,9Mbps",,,55790,2021
95,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"165,9Mbps","4072,1","165,5Mbps",,,8223,2021
96,Vodafone,SuperADSL,"
1.000,0Mbps200,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"968,3Mbps","33623,9","941,6Mbps",,,14157,2021
97,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"6,9Mbps","299,4","6,2Mbps",,,24799,2021
98,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"12,4Mbps","449,6","12,2Mbps",,,5911,2021
99,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"12,0Mbps","752,4","10,8Mbps",,,24568,2021
100,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"13,1Mbps","1824,2","11,4Mbps",,,2753,2021
101,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"15,1Mbps","71,6","15,1Mbps",,,8536,2021
102,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"17,4Mbps","438,1","16,6Mbps",,,37750,2021
103,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"97,7Mbps","3329,0","93,2Mbps",,,22083,2021
0,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"6,8Mbps","2,4","6,8Mbps",,,8269,2022
1,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"11,6Mbps","1050,4","10,9Mbps",,,8534,2022
2,Aruba,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"745,5Mbps","178400,5","574,2Mbps",,,7836,2022
3,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"8,2Mbps","397,4","8,2Mbps",,,5160,2022
4,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"1,9Mbps","9,5","1,9Mbps",,,5830,2022
5,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"5,9Mbps","1194,8","4,4Mbps",,,16828,2022
6,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"5,7Mbps","2413,3",0.0kbps,,,56444,2022
7,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"14,6Mbps","2596,5","11,5Mbps",,,44226,2022
8,EnelEnergia,"FIBRADIMELITA
DiamondFibra","
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"727,4Mbps","30930,7","710,3Mbps",,,7535,2022
9,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"5,5Mbps","2843,3",579.8kbps,,,18961,2022
10,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"6,4Mbps","1583,7","3,3Mbps",,,56761,2022
11,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"84,1Mbps","7642,5","74,3Mbps",,,8661,2022
12,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"131,9Mbps","12643,7","122,4Mbps",,,8404,2022
13,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"7,2Mbps","838,3","7,3Mbps",,,9834,2022
14,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"11,8Mbps","2289,1","10,5Mbps",,,62741,2022
15,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"16,2Mbps","2255,4","14,5Mbps",,,24632,2022
16,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"13,1Mbps","5097,3","7,3Mbps",,,15600,2022
17,Intred,FIBRAROLLERCOASTER-FTTC,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"82,1Mbps","4426,4","80,7Mbps",,,8680,2022
18,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"84,7Mbps","17994,5","53,9Mbps",,,39148,2022
19,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"15,5Mbps","3598,9","9,9Mbps",,,52376,2022
20,Optima,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"872,5Mbps","48458,4","807,4Mbps",,,8645,2022
21,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"72,8Mbps","26497,1","29,1Mbps",,,72299,2022
22,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"33,8Mbps","7864,3","23,8Mbps",,,14927,2022
23,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"58,5Mbps","2335,3","55,4Mbps",,,7327,2022
24,Sky,Fibra100%,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"968,9Mbps","2443,4","965,4Mbps",,,15834,2022
25,Sky,SuperInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"70,5Mbps","13179,7","51,6Mbps",,,18318,2022
26,Sky,SuperInternet,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"116,7Mbps","26065,5","71,0Mbps",,,16143,2022
27,SorgeniaFiber,NextFiber,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"955,4Mbps","110914,8","887,2Mbps",,,6201,2022
28,Tecnodata,,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"98,7Mbps","29,7","98,7Mbps",,,2292,2022
29,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"18,0Mbps","1414,5","18,1Mbps",,,8220,2022
30,Terrecablate,MyHomeFibra,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"29,9Mbps","1,0","29,9Mbps",,,1151,2022
31,TIM,PREMIUMFIBRA,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"979,5Mbps","41553,9","977,2Mbps",,,3326,2022
32,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"7,0Mbps","617,0","6,9Mbps",,,16081,2022
33,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"9,8Mbps","510,7","9,8Mbps",,,90855,2022
34,TIM,TIMSuperFibra,"
1.000,0Mbps100,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"979,2Mbps","8,8","979,2Mbps",,,3692,2022
35,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"29,4Mbps","1916,7","29,3Mbps",,,111800,2022
36,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"96,1Mbps","6541,5","91,6Mbps",,,57616,2022
37,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"195,3Mbps","10223,2","195,1Mbps",,,32833,2022
38,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"60,7Mbps","12690,0","48,1Mbps",,,22555,2022
39,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"7,4Mbps","96,0","7,3Mbps",,,6946,2022
40,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"14,7Mbps","1313,9","13,6Mbps",,,15755,2022
41,Vianova,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"86,5Mbps","13821,4","66,9Mbps",,,32864,2022
42,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"4,0Mbps","6,0","4,0Mbps",,,1925,2022
43,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"18,3Mbps","3227,9","16,4Mbps",,,49261,2022
44,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"14,6Mbps","1028,0","13,2Mbps",,,45669,2022
45,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"88,5Mbps","6911,3","81,8Mbps",,,56538,2022
